machine_code,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,816,B_quadratic,surveillance,pause,1.638,0.000,28.0,71.4,0.000,75.0,pause,labview_demo_csv
ARO-01,817,B_quadratic,surveillance,pause,1.563,0.009,28.0,71.5,0.017,75.0,pause,labview_demo_csv
ARO-01,818,B_quadratic,surveillance,pause,1.582,0.000,28.1,71.3,0.000,75.0,pause,labview_demo_csv
ARO-01,819,B_quadratic,surveillance,pause,1.635,0.000,28.0,71.5,0.000,75.0,pause,labview_demo_csv
ARO-01,820,B_quadratic,surveillance,pause,1.609,0.006,27.8,71.6,0.010,75.0,pause,labview_demo_csv
ARO-01,821,B_quadratic,surveillance,pause,1.567,0.000,27.7,71.9,0.000,75.0,pause,labview_demo_csv
ARO-01,822,B_quadratic,surveillance,pause,1.603,0.002,27.6,71.4,0.004,75.0,pause,labview_demo_csv
ARO-01,823,B_quadratic,surveillance,pause,1.584,0.002,27.7,71.4,0.004,75.0,pause,labview_demo_csv
ARO-01,824,B_quadratic,surveillance,pause,1.585,0.000,27.6,71.2,0.000,75.0,pause,labview_demo_csv
ARO-01,825,B_quadratic,surveillance,pause,1.569,0.000,27.7,71.1,0.000,75.0,pause,labview_demo_csv
ARO-01,826,B_quadratic,surveillance,pause,1.587,0.007,27.5,71.2,0.012,75.0,pause,labview_demo_csv
ARO-01,827,B_quadratic,surveillance,pause,1.613,0.000,27.5,71.3,0.000,75.0,pause,labview_demo_csv
ARO-01,828,B_quadratic,surveillance,pause,1.595,0.006,27.5,71.1,0.011,75.0,pause,labview_demo_csv
ARO-01,829,B_quadratic,surveillance,pause,1.684,0.003,27.6,71.0,0.006,75.0,pause,labview_demo_csv
ARO-01,830,B_quadratic,surveillance,pause,1.600,0.000,27.5,71.2,0.000,75.0,pause,labview_demo_csv
ARO-01,831,B_quadratic,surveillance,pause,1.644,0.000,27.4,71.2,0.000,75.0,pause,labview_demo_csv
ARO-01,832,B_quadratic,surveillance,pause,1.602,0.007,27.4,71.3,0.013,75.0,pause,labview_demo_csv
ARO-01,833,B_quadratic,surveillance,pause,1.645,0.008,27.4,71.4,0.015,75.0,pause,labview_demo_csv
ARO-01,834,B_quadratic,surveillance,pause,1.701,0.006,27.4,71.6,0.012,75.0,pause,labview_demo_csv
ARO-01,835,B_quadratic,surveillance,pause,1.703,0.000,27.3,71.6,0.000,75.0,pause,labview_demo_csv
ARO-01,836,B_quadratic,surveillance,ascent,1.672,0.794,27.4,71.6,1.432,75.0,ascent,labview_demo_csv
ARO-01,837,B_quadratic,surveillance,ascent,1.705,0.800,27.4,72.1,1.444,75.0,ascent,labview_demo_csv
ARO-01,838,B_quadratic,surveillance,ascent,1.691,0.793,27.5,72.0,1.430,75.0,ascent,labview_demo_csv
ARO-01,839,B_quadratic,surveillance,ascent,1.687,0.779,27.7,71.5,1.406,75.0,ascent,labview_demo_csv
ARO-01,840,B_quadratic,surveillance,ascent,1.665,0.782,27.7,71.4,1.412,75.0,ascent,labview_demo_csv
ARO-01,841,B_quadratic,surveillance,ascent,1.716,0.786,27.8,71.1,1.418,75.0,ascent,labview_demo_csv
ARO-01,842,B_quadratic,surveillance,ascent,1.693,0.796,27.9,70.8,1.437,75.0,ascent,labview_demo_csv
ARO-01,843,B_quadratic,surveillance,ascent,1.689,0.791,27.9,70.9,1.427,75.0,ascent,labview_demo_csv
ARO-01,844,B_quadratic,surveillance,ascent,1.712,0.792,28.0,71.1,1.430,75.0,ascent,labview_demo_csv
ARO-01,845,B_quadratic,surveillance,ascent,1.681,0.796,28.0,71.1,1.435,75.0,ascent,labview_demo_csv
ARO-01,846,B_quadratic,surveillance,ascent,1.691,0.800,28.1,70.9,1.443,75.0,ascent,labview_demo_csv
ARO-01,847,B_quadratic,surveillance,ascent,1.717,0.788,28.2,71.0,1.421,75.0,ascent,labview_demo_csv
ARO-01,848,B_quadratic,surveillance,descent,1.687,0.353,28.2,70.9,0.637,75.0,descent,labview_demo_csv
ARO-01,849,B_quadratic,surveillance,descent,1.732,0.343,28.3,71.0,0.619,75.0,descent,labview_demo_csv
ARO-01,850,B_quadratic,surveillance,descent,1.678,0.348,28.3,70.9,0.628,75.0,descent,labview_demo_csv
ARO-01,851,B_quadratic,surveillance,descent,1.666,0.342,28.3,71.0,0.618,75.0,descent,labview_demo_csv
ARO-01,852,B_quadratic,surveillance,descent,1.643,0.349,28.2,71.1,0.630,75.0,descent,labview_demo_csv
ARO-01,853,B_quadratic,surveillance,descent,1.646,0.362,28.3,71.0,0.653,75.0,descent,labview_demo_csv
ARO-01,854,B_quadratic,surveillance,descent,1.698,0.356,28.3,71.2,0.643,75.0,descent,labview_demo_csv
ARO-01,855,B_quadratic,surveillance,descent,1.636,0.345,28.4,71.1,0.622,75.0,descent,labview_demo_csv
ARO-01,856,B_quadratic,surveillance,descent,1.617,0.341,28.4,71.3,0.615,75.0,descent,labview_demo_csv
ARO-01,857,B_quadratic,surveillance,descent,1.650,0.347,28.4,71.2,0.625,75.0,descent,labview_demo_csv
ARO-01,858,B_quadratic,surveillance,descent,1.595,0.337,28.2,71.2,0.609,75.0,descent,labview_demo_csv
ARO-01,859,B_quadratic,surveillance,descent,1.612,0.344,28.2,71.0,0.620,75.0,descent,labview_demo_csv
ARO-01,860,B_quadratic,surveillance,pause,1.628,0.001,28.1,70.8,0.002,75.0,pause,labview_demo_csv
ARO-01,861,B_quadratic,surveillance,pause,1.600,0.004,28.1,70.4,0.006,75.0,pause,labview_demo_csv
ARO-01,862,B_quadratic,surveillance,pause,1.628,0.004,28.0,70.2,0.007,75.0,pause,labview_demo_csv
ARO-01,863,B_quadratic,surveillance,pause,1.567,0.001,27.8,70.1,0.001,75.0,pause,labview_demo_csv
ARO-01,864,B_quadratic,surveillance,pause,1.561,0.000,27.8,70.1,0.000,75.0,pause,labview_demo_csv
ARO-01,865,B_quadratic,surveillance,pause,1.577,0.006,27.9,70.2,0.010,75.0,pause,labview_demo_csv
ARO-01,866,B_quadratic,surveillance,pause,1.600,0.000,27.9,70.4,0.000,75.0,pause,labview_demo_csv
ARO-01,867,B_quadratic,surveillance,pause,1.529,0.005,27.8,70.4,0.009,75.0,pause,labview_demo_csv
ARO-01,868,B_quadratic,surveillance,pause,1.614,0.012,27.9,70.7,0.022,75.0,pause,labview_demo_csv
ARO-01,869,B_quadratic,surveillance,pause,1.622,0.000,27.8,70.6,0.000,75.0,pause,labview_demo_csv
ARO-01,870,B_quadratic,surveillance,pause,1.600,0.000,27.7,70.5,0.000,75.0,pause,labview_demo_csv
ARO-01,871,B_quadratic,surveillance,pause,1.609,0.000,27.7,70.3,0.000,75.0,pause,labview_demo_csv
ARO-01,872,B_quadratic,surveillance,pause,1.625,0.007,27.6,70.6,0.013,75.0,pause,labview_demo_csv
ARO-01,873,B_quadratic,surveillance,pause,1.568,0.000,27.7,70.8,0.000,75.0,pause,labview_demo_csv
ARO-01,874,B_quadratic,surveillance,pause,1.681,0.004,27.7,70.7,0.008,75.0,pause,labview_demo_csv
ARO-01,875,B_quadratic,surveillance,pause,1.676,0.002,27.7,70.6,0.003,75.0,pause,labview_demo_csv
ARO-01,876,B_quadratic,surveillance,pause,1.629,0.000,27.7,70.9,0.000,75.0,pause,labview_demo_csv
ARO-01,877,B_quadratic,surveillance,pause,1.684,0.003,27.7,70.9,0.005,75.0,pause,labview_demo_csv
ARO-01,878,B_quadratic,surveillance,pause,1.658,0.012,27.8,71.0,0.022,75.0,pause,labview_demo_csv
ARO-01,879,B_quadratic,surveillance,pause,1.695,0.000,27.8,71.3,0.000,75.0,pause,labview_demo_csv
ARO-01,880,B_quadratic,surveillance,ascent,1.685,0.802,27.9,71.2,1.446,75.0,ascent,labview_demo_csv
ARO-01,881,B_quadratic,surveillance,ascent,1.676,0.802,28.0,70.9,1.448,75.0,ascent,labview_demo_csv
ARO-01,882,B_quadratic,surveillance,ascent,1.679,0.797,28.1,70.7,1.437,75.0,ascent,labview_demo_csv
ARO-01,883,B_quadratic,surveillance,ascent,1.721,0.804,28.0,70.6,1.450,75.0,ascent,labview_demo_csv
ARO-01,884,B_quadratic,surveillance,ascent,1.702,0.780,28.1,70.8,1.407,75.0,ascent,labview_demo_csv
ARO-01,885,B_quadratic,surveillance,ascent,1.725,0.787,28.3,70.5,1.421,75.0,ascent,labview_demo_csv
ARO-01,886,B_quadratic,surveillance,ascent,1.732,0.790,28.4,70.5,1.426,75.0,ascent,labview_demo_csv
ARO-01,887,B_quadratic,surveillance,ascent,1.720,0.784,28.4,70.2,1.414,75.0,ascent,labview_demo_csv
ARO-01,888,B_quadratic,surveillance,ascent,1.731,0.798,28.5,70.5,1.441,75.0,ascent,labview_demo_csv
ARO-01,889,B_quadratic,surveillance,ascent,1.704,0.798,28.7,70.5,1.440,75.0,ascent,labview_demo_csv
ARO-01,890,B_quadratic,surveillance,ascent,1.743,0.783,28.7,70.6,1.413,75.0,ascent,labview_demo_csv
ARO-01,891,B_quadratic,surveillance,ascent,1.702,0.793,28.6,70.5,1.431,75.0,ascent,labview_demo_csv
ARO-01,892,B_quadratic,surveillance,descent,1.701,0.341,28.6,70.6,0.615,75.0,descent,labview_demo_csv
ARO-01,893,B_quadratic,surveillance,descent,1.680,0.346,28.6,70.6,0.625,75.0,descent,labview_demo_csv
ARO-01,894,B_quadratic,surveillance,descent,1.684,0.363,28.4,70.6,0.655,75.0,descent,labview_demo_csv
ARO-01,895,B_quadratic,surveillance,descent,1.719,0.353,28.5,70.9,0.636,75.0,descent,labview_demo_csv
ARO-01,896,B_quadratic,surveillance,descent,1.662,0.353,28.5,70.5,0.636,75.0,descent,labview_demo_csv
ARO-01,897,B_quadratic,surveillance,descent,1.642,0.350,28.5,70.5,0.631,75.0,descent,labview_demo_csv
ARO-01,898,B_quadratic,surveillance,descent,1.655,0.349,28.5,70.4,0.630,75.0,descent,labview_demo_csv
ARO-01,899,B_quadratic,surveillance,descent,1.658,0.354,28.5,70.5,0.639,75.0,descent,labview_demo_csv
ARO-01,900,B_quadratic,surveillance,descent,1.594,0.357,28.4,70.6,0.645,75.0,descent,labview_demo_csv
ARO-01,901,B_quadratic,surveillance,descent,1.647,0.345,28.4,70.7,0.622,75.0,descent,labview_demo_csv
ARO-01,902,B_quadratic,surveillance,descent,1.628,0.362,28.4,70.8,0.653,75.0,descent,labview_demo_csv
ARO-01,903,B_quadratic,surveillance,descent,1.633,0.364,28.4,70.9,0.657,75.0,descent,labview_demo_csv
ARO-01,904,B_quadratic,surveillance,pause,1.649,0.000,28.3,70.9,0.000,75.0,pause,labview_demo_csv
ARO-01,905,B_quadratic,surveillance,pause,1.597,0.007,28.3,70.8,0.012,75.0,pause,labview_demo_csv
ARO-01,906,B_quadratic,surveillance,pause,1.617,0.003,28.2,70.5,0.005,75.0,pause,labview_demo_csv
ARO-01,907,B_quadratic,surveillance,pause,1.584,0.004,28.1,70.4,0.007,75.0,pause,labview_demo_csv
ARO-01,908,B_quadratic,surveillance,pause,1.557,0.015,28.2,70.3,0.027,75.0,pause,labview_demo_csv
ARO-01,909,B_quadratic,surveillance,pause,1.595,0.001,28.2,70.2,0.002,75.0,pause,labview_demo_csv
ARO-01,910,B_quadratic,surveillance,pause,1.604,0.010,28.1,70.4,0.017,75.0,pause,labview_demo_csv
ARO-01,911,B_quadratic,surveillance,pause,1.606,0.004,28.0,70.2,0.008,75.0,pause,labview_demo_csv
ARO-01,912,B_quadratic,surveillance,pause,1.651,0.004,28.0,70.1,0.007,75.0,pause,labview_demo_csv
ARO-01,913,B_quadratic,surveillance,pause,1.634,0.004,28.0,70.3,0.008,75.0,pause,labview_demo_csv
ARO-01,914,B_quadratic,surveillance,pause,1.581,0.000,28.1,70.4,0.000,75.0,pause,labview_demo_csv
ARO-01,915,B_quadratic,surveillance,pause,1.612,0.010,28.0,70.4,0.017,75.0,pause,labview_demo_csv
ARO-01,916,B_quadratic,surveillance,pause,1.604,0.000,28.1,70.7,0.000,75.0,pause,labview_demo_csv
ARO-01,917,B_quadratic,surveillance,pause,1.621,0.007,28.0,70.5,0.012,75.0,pause,labview_demo_csv
ARO-01,918,B_quadratic,surveillance,pause,1.645,0.000,28.0,70.7,0.000,75.0,pause,labview_demo_csv
ARO-01,919,B_quadratic,surveillance,pause,1.676,0.000,28.0,70.6,0.000,75.0,pause,labview_demo_csv
ARO-01,920,B_quadratic,surveillance,pause,1.634,0.000,28.0,70.6,0.000,75.0,pause,labview_demo_csv
ARO-01,921,B_quadratic,surveillance,pause,1.701,0.000,28.0,70.4,0.000,75.0,pause,labview_demo_csv
ARO-01,922,B_quadratic,surveillance,pause,1.693,0.000,27.9,70.2,0.000,75.0,pause,labview_demo_csv
ARO-01,923,B_quadratic,surveillance,pause,1.681,0.000,27.9,70.1,0.000,75.0,pause,labview_demo_csv
ARO-01,924,B_quadratic,surveillance,ascent,1.709,0.802,28.1,70.1,1.447,75.0,ascent,labview_demo_csv
ARO-01,925,B_quadratic,surveillance,ascent,1.645,0.801,28.2,70.4,1.445,75.0,ascent,labview_demo_csv
ARO-01,926,B_quadratic,surveillance,ascent,1.670,0.785,28.3,70.1,1.417,75.0,ascent,labview_demo_csv
ARO-01,927,B_quadratic,surveillance,ascent,1.671,0.784,28.3,69.9,1.415,75.0,ascent,labview_demo_csv
ARO-01,928,B_quadratic,surveillance,ascent,1.717,0.794,28.4,70.3,1.433,75.0,ascent,labview_demo_csv
ARO-01,929,B_quadratic,surveillance,ascent,1.704,0.783,28.4,70.4,1.413,75.0,ascent,labview_demo_csv
ARO-01,930,B_quadratic,surveillance,ascent,1.694,0.802,28.5,70.2,1.446,75.0,ascent,labview_demo_csv
ARO-01,931,B_quadratic,surveillance,ascent,1.717,0.791,28.6,70.2,1.426,75.0,ascent,labview_demo_csv
ARO-01,932,B_quadratic,surveillance,ascent,1.783,0.795,28.7,70.1,1.435,75.0,ascent,labview_demo_csv
ARO-01,933,B_quadratic,surveillance,ascent,1.702,0.794,28.8,70.3,1.433,75.0,ascent,labview_demo_csv
ARO-01,934,B_quadratic,surveillance,ascent,1.693,0.780,28.8,70.4,1.407,75.0,ascent,labview_demo_csv
ARO-01,935,B_quadratic,surveillance,ascent,1.707,0.796,28.9,70.2,1.436,75.0,ascent,labview_demo_csv
ARO-01,936,B_quadratic,surveillance,descent,1.724,0.350,28.8,70.0,0.631,75.0,descent,labview_demo_csv
ARO-01,937,B_quadratic,surveillance,descent,1.675,0.352,28.9,69.8,0.635,75.0,descent,labview_demo_csv
ARO-01,938,B_quadratic,surveillance,descent,1.703,0.361,29.0,70.1,0.651,75.0,descent,labview_demo_csv
ARO-01,939,B_quadratic,surveillance,descent,1.671,0.346,28.9,69.9,0.624,75.0,descent,labview_demo_csv
ARO-01,940,B_quadratic,surveillance,descent,1.668,0.343,28.8,70.1,0.619,75.0,descent,labview_demo_csv
ARO-01,941,B_quadratic,surveillance,descent,1.664,0.352,28.8,70.5,0.636,75.0,descent,labview_demo_csv
ARO-01,942,B_quadratic,surveillance,descent,1.687,0.351,28.8,70.3,0.634,75.0,descent,labview_demo_csv
ARO-01,943,B_quadratic,surveillance,descent,1.603,0.354,28.9,70.3,0.639,75.0,descent,labview_demo_csv
ARO-01,944,B_quadratic,surveillance,descent,1.652,0.345,28.8,70.3,0.622,75.0,descent,labview_demo_csv
ARO-01,945,B_quadratic,surveillance,descent,1.649,0.353,28.7,70.0,0.636,75.0,descent,labview_demo_csv
ARO-01,946,B_quadratic,surveillance,descent,1.608,0.346,28.6,70.1,0.624,75.0,descent,labview_demo_csv
ARO-01,947,B_quadratic,surveillance,descent,1.597,0.346,28.5,69.9,0.624,75.0,descent,labview_demo_csv
ARO-01,948,B_quadratic,surveillance,pause,1.625,0.000,28.5,70.1,0.000,75.0,pause,labview_demo_csv
ARO-01,949,B_quadratic,surveillance,pause,1.632,0.006,28.5,70.1,0.011,75.0,pause,labview_demo_csv
ARO-01,950,B_quadratic,surveillance,pause,1.653,0.009,28.4,70.0,0.015,75.0,pause,labview_demo_csv
ARO-01,951,B_quadratic,surveillance,pause,1.595,0.011,28.4,69.9,0.019,75.0,pause,labview_demo_csv
ARO-01,952,B_quadratic,surveillance,pause,1.547,0.008,28.4,70.1,0.014,75.0,pause,labview_demo_csv
ARO-01,953,B_quadratic,surveillance,pause,1.603,0.000,28.4,70.3,0.000,75.0,pause,labview_demo_csv
ARO-01,954,B_quadratic,surveillance,pause,1.623,0.006,28.3,70.0,0.011,75.0,pause,labview_demo_csv
ARO-01,955,B_quadratic,surveillance,pause,1.599,0.000,28.2,69.7,0.000,75.0,pause,labview_demo_csv
ARO-01,956,B_quadratic,surveillance,pause,1.597,0.000,28.2,69.8,0.000,75.0,pause,labview_demo_csv
ARO-01,957,B_quadratic,surveillance,pause,1.609,0.009,28.2,69.6,0.016,75.0,pause,labview_demo_csv
ARO-01,958,B_quadratic,surveillance,pause,1.581,0.005,28.3,70.0,0.009,75.0,pause,labview_demo_csv
ARO-01,959,B_quadratic,surveillance,pause,1.587,0.000,28.1,69.9,0.000,75.0,pause,labview_demo_csv
ARO-01,960,B_quadratic,surveillance,pause,1.642,0.009,28.2,69.8,0.017,75.0,pause,labview_demo_csv
ARO-01,961,B_quadratic,surveillance,pause,1.630,0.018,28.1,69.7,0.032,75.0,pause,labview_demo_csv
ARO-01,962,B_quadratic,surveillance,pause,1.662,0.000,28.1,69.5,0.000,75.0,pause,labview_demo_csv
ARO-01,963,B_quadratic,surveillance,pause,1.635,0.008,28.1,69.4,0.014,75.0,pause,labview_demo_csv
ARO-01,964,B_quadratic,surveillance,pause,1.603,0.006,28.1,69.2,0.010,75.0,pause,labview_demo_csv
ARO-01,965,B_quadratic,surveillance,pause,1.672,0.000,28.1,68.9,0.000,75.0,pause,labview_demo_csv
ARO-01,966,B_quadratic,surveillance,pause,1.689,0.009,28.0,68.9,0.016,75.0,pause,labview_demo_csv
ARO-01,967,B_quadratic,surveillance,pause,1.681,0.012,28.1,69.0,0.022,75.0,pause,labview_demo_csv
ARO-01,968,B_quadratic,surveillance,ascent,1.685,0.787,28.2,69.3,1.420,75.0,ascent,labview_demo_csv
ARO-01,969,B_quadratic,surveillance,ascent,1.702,0.791,28.2,69.4,1.428,75.0,ascent,labview_demo_csv
ARO-01,970,B_quadratic,surveillance,ascent,1.733,0.794,28.2,69.2,1.432,75.0,ascent,labview_demo_csv
ARO-01,971,B_quadratic,surveillance,ascent,1.706,0.802,28.3,69.4,1.447,75.0,ascent,labview_demo_csv
ARO-01,972,B_quadratic,surveillance,ascent,1.706,0.790,28.3,69.3,1.425,75.0,ascent,labview_demo_csv
ARO-01,973,B_quadratic,surveillance,ascent,1.713,0.804,28.4,69.1,1.451,75.0,ascent,labview_demo_csv
ARO-01,974,B_quadratic,surveillance,ascent,1.757,0.804,28.5,69.2,1.451,75.0,ascent,labview_demo_csv
ARO-01,975,B_quadratic,surveillance,ascent,1.658,0.798,28.6,69.3,1.440,75.0,ascent,labview_demo_csv
ARO-01,976,B_quadratic,surveillance,ascent,1.674,0.798,28.6,69.0,1.439,75.0,ascent,labview_demo_csv
ARO-01,977,B_quadratic,surveillance,ascent,1.726,0.802,28.6,68.8,1.446,75.0,ascent,labview_demo_csv
ARO-01,978,B_quadratic,surveillance,ascent,1.690,0.798,28.6,68.7,1.440,75.0,ascent,labview_demo_csv
ARO-01,979,B_quadratic,surveillance,ascent,1.737,0.794,28.6,68.6,1.432,75.0,ascent,labview_demo_csv
ARO-01,980,B_quadratic,surveillance,descent,1.697,0.357,28.5,68.5,0.644,75.0,descent,labview_demo_csv
ARO-01,981,B_quadratic,surveillance,descent,1.700,0.353,28.5,68.4,0.636,75.0,descent,labview_demo_csv
ARO-01,982,B_quadratic,surveillance,descent,1.696,0.349,28.6,68.2,0.629,75.0,descent,labview_demo_csv
ARO-01,983,B_quadratic,surveillance,descent,1.687,0.345,28.6,68.0,0.623,75.0,descent,labview_demo_csv
ARO-01,984,B_quadratic,surveillance,descent,1.648,0.347,28.6,68.0,0.625,75.0,descent,labview_demo_csv
ARO-01,985,B_quadratic,surveillance,descent,1.616,0.338,28.6,68.1,0.611,75.0,descent,labview_demo_csv
ARO-01,986,B_quadratic,surveillance,descent,1.686,0.341,28.6,68.3,0.615,75.0,descent,labview_demo_csv
ARO-01,987,B_quadratic,surveillance,descent,1.659,0.362,28.6,68.2,0.653,75.0,descent,labview_demo_csv
ARO-01,988,B_quadratic,surveillance,descent,1.616,0.349,28.6,68.2,0.629,75.0,descent,labview_demo_csv
ARO-01,989,B_quadratic,surveillance,descent,1.623,0.352,28.6,68.2,0.635,75.0,descent,labview_demo_csv
ARO-01,990,B_quadratic,surveillance,descent,1.633,0.349,28.6,68.5,0.630,75.0,descent,labview_demo_csv
ARO-01,991,B_quadratic,surveillance,descent,1.614,0.342,28.6,68.6,0.616,75.0,descent,labview_demo_csv
ARO-01,992,B_quadratic,surveillance,pause,1.616,0.000,28.5,68.6,0.000,75.0,pause,labview_demo_csv
ARO-01,993,B_quadratic,surveillance,pause,1.638,0.000,28.4,68.8,0.000,75.0,pause,labview_demo_csv
ARO-01,994,B_quadratic,surveillance,pause,1.630,0.000,28.3,68.6,0.001,75.0,pause,labview_demo_csv
ARO-01,995,B_quadratic,surveillance,pause,1.575,0.012,28.3,68.7,0.022,75.0,pause,labview_demo_csv
ARO-01,996,B_quadratic,surveillance,pause,1.630,0.000,28.3,69.0,0.000,75.0,pause,labview_demo_csv
ARO-01,997,B_quadratic,surveillance,pause,1.577,0.002,28.2,69.2,0.004,75.0,pause,labview_demo_csv
ARO-01,998,B_quadratic,surveillance,pause,1.583,0.000,28.1,69.4,0.000,75.0,pause,labview_demo_csv
ARO-01,999,B_quadratic,surveillance,pause,1.580,0.000,28.1,69.3,0.000,75.0,pause,labview_demo_csv
ARO-01,1000,B_quadratic,surveillance,pause,1.620,0.000,28.0,69.3,0.000,75.0,pause,labview_demo_csv
ARO-01,1001,B_quadratic,surveillance,pause,1.552,0.000,28.1,69.6,0.000,75.0,pause,labview_demo_csv
ARO-01,1002,B_quadratic,surveillance,pause,1.631,0.001,28.1,69.7,0.001,75.0,pause,labview_demo_csv
ARO-01,1003,B_quadratic,surveillance,pause,1.579,0.007,28.0,69.9,0.013,75.0,pause,labview_demo_csv
ARO-01,1004,B_quadratic,surveillance,pause,1.632,0.002,28.0,69.8,0.004,75.0,pause,labview_demo_csv
ARO-01,1005,B_quadratic,surveillance,pause,1.634,0.015,28.2,69.6,0.027,75.0,pause,labview_demo_csv
ARO-01,1006,B_quadratic,surveillance,pause,1.655,0.000,28.2,69.4,0.000,75.0,pause,labview_demo_csv
ARO-01,1007,B_quadratic,surveillance,pause,1.639,0.000,28.3,69.6,0.000,75.0,pause,labview_demo_csv
ARO-01,1008,B_quadratic,surveillance,pause,1.655,0.000,28.2,69.5,0.000,75.0,pause,labview_demo_csv
ARO-01,1009,B_quadratic,surveillance,pause,1.661,0.000,28.2,69.4,0.000,75.0,pause,labview_demo_csv
ARO-01,1010,B_quadratic,surveillance,pause,1.715,0.000,28.2,69.2,0.000,75.0,pause,labview_demo_csv
ARO-01,1011,B_quadratic,surveillance,pause,1.703,0.007,28.2,69.2,0.012,75.0,pause,labview_demo_csv
ARO-01,1012,B_quadratic,surveillance,ascent,1.668,0.855,28.3,69.2,1.543,90.0,ascent,labview_demo_csv
ARO-01,1013,B_quadratic,surveillance,ascent,1.685,0.862,28.4,69.3,1.555,90.0,ascent,labview_demo_csv
ARO-01,1014,B_quadratic,surveillance,ascent,1.698,0.865,28.5,69.4,1.561,90.0,ascent,labview_demo_csv
ARO-01,1015,B_quadratic,surveillance,ascent,1.730,0.848,28.5,69.4,1.529,90.0,ascent,labview_demo_csv
ARO-01,1016,B_quadratic,surveillance,ascent,1.724,0.849,28.7,69.3,1.532,90.0,ascent,labview_demo_csv
ARO-01,1017,B_quadratic,surveillance,ascent,1.680,0.863,28.8,68.9,1.558,90.0,ascent,labview_demo_csv
ARO-01,1018,B_quadratic,surveillance,ascent,1.707,0.862,28.8,68.6,1.555,90.0,ascent,labview_demo_csv
ARO-01,1019,B_quadratic,surveillance,ascent,1.722,0.858,28.8,68.6,1.548,90.0,ascent,labview_demo_csv
ARO-01,1020,B_quadratic,surveillance,ascent,1.699,0.867,28.8,68.5,1.565,90.0,ascent,labview_demo_csv
ARO-01,1021,B_quadratic,surveillance,ascent,1.722,0.853,28.9,68.4,1.539,90.0,ascent,labview_demo_csv
ARO-01,1022,B_quadratic,surveillance,ascent,1.727,0.862,28.9,68.5,1.556,90.0,ascent,labview_demo_csv
ARO-01,1023,B_quadratic,surveillance,ascent,1.705,0.861,29.0,68.3,1.553,90.0,ascent,labview_demo_csv
ARO-01,1024,B_quadratic,surveillance,descent,1.735,0.344,29.0,68.2,0.620,90.0,descent,labview_demo_csv
ARO-01,1025,B_quadratic,surveillance,descent,1.717,0.344,28.9,68.0,0.621,90.0,descent,labview_demo_csv
ARO-01,1026,B_quadratic,surveillance,descent,1.681,0.340,28.7,67.9,0.614,90.0,descent,labview_demo_csv
ARO-01,1027,B_quadratic,surveillance,descent,1.713,0.349,28.6,67.9,0.629,90.0,descent,labview_demo_csv
ARO-01,1028,B_quadratic,surveillance,descent,1.686,0.347,28.5,67.8,0.626,90.0,descent,labview_demo_csv
ARO-01,1029,B_quadratic,surveillance,descent,1.661,0.365,28.4,67.5,0.658,90.0,descent,labview_demo_csv
ARO-01,1030,B_quadratic,surveillance,descent,1.683,0.341,28.3,67.8,0.615,90.0,descent,labview_demo_csv
ARO-01,1031,B_quadratic,surveillance,descent,1.669,0.356,28.3,68.1,0.642,90.0,descent,labview_demo_csv
ARO-01,1032,B_quadratic,surveillance,descent,1.617,0.347,28.2,68.4,0.627,90.0,descent,labview_demo_csv
ARO-01,1033,B_quadratic,surveillance,descent,1.584,0.353,28.3,68.1,0.638,90.0,descent,labview_demo_csv
ARO-01,1034,B_quadratic,surveillance,descent,1.638,0.346,28.3,68.1,0.624,90.0,descent,labview_demo_csv
ARO-01,1035,B_quadratic,surveillance,descent,1.645,0.351,28.3,67.8,0.632,90.0,descent,labview_demo_csv
ARO-01,1036,B_quadratic,surveillance,pause,1.644,0.002,28.4,68.1,0.003,90.0,pause,labview_demo_csv
ARO-01,1037,B_quadratic,surveillance,pause,1.616,0.000,28.4,67.9,0.000,90.0,pause,labview_demo_csv
ARO-01,1038,B_quadratic,surveillance,pause,1.610,0.004,28.3,67.9,0.006,90.0,pause,labview_demo_csv
ARO-01,1039,B_quadratic,surveillance,pause,1.596,0.007,28.3,68.3,0.012,90.0,pause,labview_demo_csv
ARO-01,1040,B_quadratic,surveillance,pause,1.608,0.000,28.2,68.3,0.000,90.0,pause,labview_demo_csv
ARO-01,1041,B_quadratic,surveillance,pause,1.608,0.007,28.3,68.1,0.012,90.0,pause,labview_demo_csv
ARO-01,1042,B_quadratic,surveillance,pause,1.613,0.000,28.4,68.1,0.000,90.0,pause,labview_demo_csv
ARO-01,1043,B_quadratic,surveillance,pause,1.648,0.012,28.3,68.0,0.022,90.0,pause,labview_demo_csv
ARO-01,1044,B_quadratic,surveillance,pause,1.617,0.000,28.3,67.9,0.000,90.0,pause,labview_demo_csv
ARO-01,1045,B_quadratic,surveillance,pause,1.587,0.000,28.3,67.9,0.000,90.0,pause,labview_demo_csv
ARO-01,1046,B_quadratic,surveillance,pause,1.625,0.000,28.3,68.1,0.001,90.0,pause,labview_demo_csv
ARO-01,1047,B_quadratic,surveillance,pause,1.624,0.001,28.1,68.1,0.001,90.0,pause,labview_demo_csv
ARO-01,1048,B_quadratic,surveillance,pause,1.642,0.004,28.0,68.0,0.007,90.0,pause,labview_demo_csv
