machine_code,time,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,2026-05-28T22:55:04.579Z,1188,A_linear,healthy,ascent,0.947,0.814,27.7,65.5,1.469,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:05.583Z,1189,A_linear,healthy,ascent,0.979,0.819,27.8,65.7,1.478,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:06.584Z,1190,A_linear,healthy,ascent,0.981,0.822,27.9,65.6,1.483,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:07.584Z,1191,A_linear,healthy,ascent,0.974,0.818,27.9,65.5,1.476,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:08.585Z,1192,A_linear,healthy,ascent,0.985,0.817,28.0,65.5,1.475,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:09.585Z,1193,A_linear,healthy,ascent,0.981,0.814,28.1,65.7,1.468,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:10.586Z,1194,A_linear,healthy,ascent,0.967,0.819,28.3,65.4,1.478,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:11.586Z,1195,A_linear,healthy,ascent,1.002,0.822,28.4,65.4,1.484,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:12.587Z,1196,A_linear,healthy,ascent,0.999,0.822,28.6,65.5,1.483,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:13.588Z,1197,A_linear,healthy,ascent,0.987,0.813,28.6,65.5,1.468,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:14.589Z,1198,A_linear,healthy,ascent,1.021,0.810,28.5,65.4,1.462,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:15.590Z,1199,A_linear,healthy,ascent,0.984,0.822,28.7,65.5,1.484,120.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:16.590Z,1200,A_linear,healthy,descent,1.003,0.340,28.7,65.1,0.614,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:17.591Z,1201,A_linear,healthy,descent,0.978,0.347,28.7,65.1,0.625,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:18.592Z,1202,A_linear,healthy,descent,0.974,0.341,28.6,65.0,0.616,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:19.593Z,1203,A_linear,healthy,descent,0.972,0.362,28.6,65.1,0.652,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:20.594Z,1204,A_linear,healthy,descent,0.943,0.351,28.5,65.3,0.633,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:21.594Z,1205,A_linear,healthy,descent,0.944,0.354,28.5,65.4,0.638,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:22.595Z,1206,A_linear,healthy,descent,0.926,0.351,28.5,65.3,0.634,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:23.595Z,1207,A_linear,healthy,descent,0.926,0.354,28.6,65.1,0.639,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:24.596Z,1208,A_linear,healthy,descent,0.904,0.344,28.6,64.9,0.621,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:25.597Z,1209,A_linear,healthy,descent,0.938,0.349,28.5,64.8,0.629,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:26.598Z,1210,A_linear,healthy,descent,0.918,0.346,28.5,64.6,0.624,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:27.598Z,1211,A_linear,healthy,descent,0.876,0.349,28.6,64.7,0.630,120.0,descent,labview_bridge
ARO-01,2026-05-28T22:55:28.599Z,1212,A_linear,healthy,pause,0.902,0.001,28.7,65.1,0.001,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:29.599Z,1213,A_linear,healthy,pause,0.884,0.000,28.6,65.3,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:30.604Z,1214,A_linear,healthy,pause,0.861,0.000,28.5,65.2,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:31.605Z,1215,A_linear,healthy,pause,0.899,0.006,28.5,65.2,0.011,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:32.605Z,1216,A_linear,healthy,pause,0.888,0.002,28.3,65.4,0.003,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:33.607Z,1217,A_linear,healthy,pause,0.888,0.000,28.2,65.4,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:34.607Z,1218,A_linear,healthy,pause,0.885,0.000,28.2,65.2,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:35.608Z,1219,A_linear,healthy,pause,0.880,0.000,28.2,65.4,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:36.609Z,1220,A_linear,healthy,pause,0.873,0.001,28.1,65.0,0.002,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:37.609Z,1221,A_linear,healthy,pause,0.876,0.007,28.2,64.9,0.012,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:38.610Z,1222,A_linear,healthy,pause,0.894,0.009,28.0,65.4,0.016,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:39.611Z,1223,A_linear,healthy,pause,0.889,0.000,28.0,65.5,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:40.612Z,1224,A_linear,healthy,pause,0.893,0.000,28.0,65.6,0.001,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:41.613Z,1225,A_linear,healthy,pause,0.915,0.000,27.9,65.3,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:42.613Z,1226,A_linear,healthy,pause,0.920,0.000,28.0,65.3,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:43.614Z,1227,A_linear,healthy,pause,0.920,0.000,27.9,65.3,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:44.615Z,1228,A_linear,healthy,pause,0.933,0.002,27.9,65.2,0.004,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:45.616Z,1229,A_linear,healthy,pause,0.940,0.000,27.8,64.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:46.616Z,1230,A_linear,healthy,pause,0.954,0.000,27.7,64.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:47.617Z,1231,A_linear,healthy,pause,0.945,0.000,27.7,64.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T22:55:48.620Z,1232,A_linear,healthy,ascent,0.979,0.427,27.8,64.7,0.770,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:49.621Z,1233,A_linear,healthy,ascent,0.951,0.441,27.8,64.8,0.796,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:50.621Z,1234,A_linear,healthy,ascent,0.955,0.429,27.8,64.6,0.774,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:51.622Z,1235,A_linear,healthy,ascent,0.981,0.428,27.9,64.9,0.772,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:52.622Z,1236,A_linear,healthy,ascent,0.987,0.434,28.1,65.0,0.783,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:53.623Z,1237,A_linear,healthy,ascent,0.980,0.442,28.2,64.9,0.798,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:54.624Z,1238,A_linear,healthy,ascent,1.003,0.431,28.2,65.0,0.777,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:55.624Z,1239,A_linear,healthy,ascent,0.988,0.431,28.2,65.0,0.777,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:56.625Z,1240,A_linear,healthy,ascent,0.986,0.438,28.3,64.8,0.790,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:57.625Z,1241,A_linear,healthy,ascent,1.001,0.436,28.2,64.8,0.786,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:58.626Z,1242,A_linear,healthy,ascent,0.989,0.428,28.1,65.1,0.772,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:55:59.626Z,1243,A_linear,healthy,ascent,0.981,0.432,28.2,65.1,0.779,30.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:00.627Z,1244,A_linear,healthy,descent,0.981,0.349,28.1,64.9,0.630,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:01.627Z,1245,A_linear,healthy,descent,0.979,0.351,28.1,64.8,0.634,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:02.628Z,1246,A_linear,healthy,descent,1.005,0.358,28.1,64.5,0.646,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:03.629Z,1247,A_linear,healthy,descent,0.973,0.349,28.2,64.9,0.629,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:04.630Z,1248,A_linear,healthy,descent,0.951,0.358,28.1,65.0,0.647,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:05.631Z,1249,A_linear,healthy,descent,0.956,0.353,28.1,64.7,0.636,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:06.636Z,1250,A_linear,healthy,descent,0.946,0.340,28.2,64.9,0.613,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:07.637Z,1251,A_linear,healthy,descent,0.928,0.351,28.2,64.8,0.634,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:08.638Z,1252,A_linear,healthy,descent,0.900,0.355,28.2,64.9,0.640,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:09.638Z,1253,A_linear,healthy,descent,0.895,0.355,28.1,64.7,0.641,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:10.639Z,1254,A_linear,healthy,descent,0.888,0.353,28.0,64.6,0.638,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:11.640Z,1255,A_linear,healthy,descent,0.931,0.361,28.1,64.4,0.651,30.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:12.641Z,1256,A_linear,healthy,pause,0.879,0.000,28.1,64.5,0.001,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:13.641Z,1257,A_linear,healthy,pause,0.888,0.000,28.1,64.6,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:14.642Z,1258,A_linear,healthy,pause,0.878,0.003,28.1,64.6,0.006,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:15.642Z,1259,A_linear,healthy,pause,0.870,0.000,28.1,65.0,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:16.643Z,1260,A_linear,healthy,pause,0.873,0.007,28.1,64.9,0.012,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:17.644Z,1261,A_linear,healthy,pause,0.872,0.001,28.1,65.0,0.003,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:18.644Z,1262,A_linear,healthy,pause,0.884,0.003,28.1,64.8,0.005,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:19.645Z,1263,A_linear,healthy,pause,0.863,0.000,28.1,64.7,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:20.645Z,1264,A_linear,healthy,pause,0.884,0.000,28.1,64.7,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:21.646Z,1265,A_linear,healthy,pause,0.875,0.005,28.1,64.9,0.008,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:22.647Z,1266,A_linear,healthy,pause,0.898,0.000,28.1,65.1,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:23.647Z,1267,A_linear,healthy,pause,0.895,0.000,27.9,65.4,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:24.648Z,1268,A_linear,healthy,pause,0.893,0.007,27.9,65.3,0.013,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:25.649Z,1269,A_linear,healthy,pause,0.925,0.008,27.8,65.1,0.015,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:26.650Z,1270,A_linear,healthy,pause,0.913,0.000,27.8,65.1,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:27.650Z,1271,A_linear,healthy,pause,0.921,0.008,27.7,64.8,0.015,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:28.651Z,1272,A_linear,healthy,pause,0.934,0.000,27.7,64.9,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:29.651Z,1273,A_linear,healthy,pause,0.931,0.000,27.8,64.6,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:30.652Z,1274,A_linear,healthy,pause,0.952,0.000,27.8,64.3,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:31.653Z,1275,A_linear,healthy,pause,0.982,0.014,27.7,64.2,0.025,30.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:32.654Z,1276,A_linear,healthy,ascent,0.943,0.554,27.8,64.1,1.000,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:33.654Z,1277,A_linear,healthy,ascent,1.004,0.566,27.9,64.0,1.021,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:34.655Z,1278,A_linear,healthy,ascent,0.985,0.562,27.9,63.7,1.014,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:35.659Z,1279,A_linear,healthy,ascent,0.986,0.562,28.0,63.7,1.014,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:36.660Z,1280,A_linear,healthy,ascent,0.987,0.559,27.9,63.7,1.008,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:37.660Z,1281,A_linear,healthy,ascent,1.008,0.555,28.0,63.6,1.001,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:38.661Z,1282,A_linear,healthy,ascent,0.995,0.562,28.0,63.8,1.014,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:39.662Z,1283,A_linear,healthy,ascent,0.990,0.564,28.2,63.5,1.018,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:40.662Z,1284,A_linear,healthy,ascent,1.024,0.561,28.2,63.8,1.012,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:41.663Z,1285,A_linear,healthy,ascent,1.009,0.565,28.3,63.6,1.020,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:42.664Z,1286,A_linear,healthy,ascent,1.015,0.559,28.2,63.3,1.008,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:43.665Z,1287,A_linear,healthy,ascent,0.978,0.560,28.1,63.4,1.010,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:56:44.666Z,1288,A_linear,healthy,descent,0.973,0.351,28.0,63.4,0.634,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:45.666Z,1289,A_linear,healthy,descent,0.988,0.340,28.1,63.5,0.613,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:46.667Z,1290,A_linear,healthy,descent,0.960,0.340,28.1,63.5,0.614,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:47.667Z,1291,A_linear,healthy,descent,0.952,0.345,28.2,63.4,0.622,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:48.668Z,1292,A_linear,healthy,descent,0.964,0.345,28.2,63.6,0.623,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:49.669Z,1293,A_linear,healthy,descent,0.951,0.353,28.1,63.7,0.636,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:50.669Z,1294,A_linear,healthy,descent,0.945,0.359,28.1,63.4,0.647,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:51.670Z,1295,A_linear,healthy,descent,0.939,0.358,28.1,63.5,0.645,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:52.671Z,1296,A_linear,healthy,descent,0.932,0.347,28.0,63.5,0.627,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:53.671Z,1297,A_linear,healthy,descent,0.911,0.349,28.2,63.9,0.630,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:54.672Z,1298,A_linear,healthy,descent,0.919,0.344,28.2,64.0,0.620,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:55.673Z,1299,A_linear,healthy,descent,0.906,0.346,28.2,64.0,0.625,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:56:56.674Z,1300,A_linear,healthy,pause,0.869,0.004,28.2,63.9,0.007,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:57.675Z,1301,A_linear,healthy,pause,0.885,0.000,28.2,63.9,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:58.675Z,1302,A_linear,healthy,pause,0.872,0.002,28.2,63.7,0.003,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:56:59.676Z,1303,A_linear,healthy,pause,0.876,0.003,28.1,63.5,0.005,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:00.676Z,1304,A_linear,healthy,pause,0.889,0.001,28.1,63.6,0.002,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:01.677Z,1305,A_linear,healthy,pause,0.884,0.005,28.1,63.5,0.010,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:02.678Z,1306,A_linear,healthy,pause,0.894,0.005,28.0,63.7,0.009,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:03.678Z,1307,A_linear,healthy,pause,0.878,0.002,28.1,63.9,0.004,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:04.679Z,1308,A_linear,healthy,pause,0.882,0.001,28.0,63.9,0.002,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:05.680Z,1309,A_linear,healthy,pause,0.894,0.010,28.0,63.9,0.017,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:06.681Z,1310,A_linear,healthy,pause,0.912,0.007,27.8,64.3,0.012,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:07.681Z,1311,A_linear,healthy,pause,0.907,0.000,27.8,64.3,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:08.682Z,1312,A_linear,healthy,pause,0.897,0.001,27.9,64.3,0.001,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:09.682Z,1313,A_linear,healthy,pause,0.907,0.000,27.8,64.2,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:10.683Z,1314,A_linear,healthy,pause,0.898,0.017,27.8,63.8,0.031,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:11.684Z,1315,A_linear,healthy,pause,0.926,0.002,27.7,63.8,0.004,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:12.684Z,1316,A_linear,healthy,pause,0.923,0.000,27.7,63.7,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:13.685Z,1317,A_linear,healthy,pause,0.948,0.001,27.8,63.6,0.002,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:14.686Z,1318,A_linear,healthy,pause,0.950,0.014,27.9,63.2,0.026,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:15.686Z,1319,A_linear,healthy,pause,0.956,0.000,27.9,63.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:16.687Z,1320,A_linear,healthy,ascent,0.975,0.572,28.1,63.1,1.032,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:17.688Z,1321,A_linear,healthy,ascent,0.960,0.557,28.2,63.1,1.005,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:18.689Z,1322,A_linear,healthy,ascent,1.012,0.566,28.2,63.0,1.021,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:19.690Z,1323,A_linear,healthy,ascent,0.988,0.557,28.2,62.8,1.005,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:20.690Z,1324,A_linear,healthy,ascent,1.000,0.567,28.2,62.8,1.023,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:21.691Z,1325,A_linear,healthy,ascent,1.007,0.558,28.3,63.1,1.007,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:22.692Z,1326,A_linear,healthy,ascent,1.024,0.559,28.2,63.0,1.008,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:23.693Z,1327,A_linear,healthy,ascent,0.993,0.558,28.2,63.0,1.006,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:24.694Z,1328,A_linear,healthy,ascent,1.013,0.568,28.1,63.0,1.024,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:25.694Z,1329,A_linear,healthy,ascent,0.994,0.566,28.3,62.7,1.021,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:26.695Z,1330,A_linear,healthy,ascent,0.996,0.564,28.2,62.5,1.018,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:27.695Z,1331,A_linear,healthy,ascent,0.994,0.561,28.3,62.8,1.012,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:57:28.696Z,1332,A_linear,healthy,descent,0.977,0.353,28.2,62.9,0.637,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:29.697Z,1333,A_linear,healthy,descent,0.968,0.346,28.2,63.0,0.624,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:30.698Z,1334,A_linear,healthy,descent,0.993,0.357,28.2,62.8,0.644,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:31.700Z,1335,A_linear,healthy,descent,0.970,0.352,28.3,62.9,0.635,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:32.701Z,1336,A_linear,healthy,descent,0.959,0.351,28.3,62.7,0.633,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:33.701Z,1337,A_linear,healthy,descent,0.959,0.367,28.3,62.8,0.662,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:34.702Z,1338,A_linear,healthy,descent,0.960,0.355,28.2,62.7,0.640,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:35.702Z,1339,A_linear,healthy,descent,0.934,0.349,28.3,62.6,0.631,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:36.703Z,1340,A_linear,healthy,descent,0.915,0.348,28.3,62.7,0.627,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:37.704Z,1341,A_linear,healthy,descent,0.909,0.342,28.2,62.6,0.617,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:38.704Z,1342,A_linear,healthy,descent,0.927,0.352,28.2,62.3,0.636,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:39.705Z,1343,A_linear,healthy,descent,0.898,0.355,28.1,62.2,0.641,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:57:40.706Z,1344,A_linear,healthy,pause,0.874,0.019,28.1,62.3,0.034,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:41.706Z,1345,A_linear,healthy,pause,0.914,0.000,27.9,62.3,0.001,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:42.707Z,1346,A_linear,healthy,pause,0.891,0.000,27.9,62.6,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:43.708Z,1347,A_linear,healthy,pause,0.886,0.002,27.8,62.5,0.003,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:44.709Z,1348,A_linear,healthy,pause,0.875,0.003,27.8,62.7,0.005,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:45.709Z,1349,A_linear,healthy,pause,0.865,0.000,27.8,62.5,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:46.709Z,1350,A_linear,healthy,pause,0.891,0.005,27.7,62.7,0.009,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:47.710Z,1351,A_linear,healthy,pause,0.887,0.002,27.8,62.9,0.003,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:48.713Z,1352,A_linear,healthy,pause,0.906,0.000,27.8,62.5,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:49.714Z,1353,A_linear,healthy,pause,0.891,0.000,27.8,62.6,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:50.715Z,1354,A_linear,healthy,pause,0.896,0.007,27.8,62.7,0.013,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:51.716Z,1355,A_linear,healthy,pause,0.895,0.000,27.7,62.8,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:52.716Z,1356,A_linear,healthy,pause,0.911,0.003,27.7,62.8,0.006,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:53.717Z,1357,A_linear,healthy,pause,0.904,0.000,27.7,62.8,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:54.718Z,1358,A_linear,healthy,pause,0.904,0.004,27.6,62.9,0.007,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:55.718Z,1359,A_linear,healthy,pause,0.931,0.000,27.8,63.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:56.719Z,1360,A_linear,healthy,pause,0.960,0.000,27.8,62.7,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:57.719Z,1361,A_linear,healthy,pause,0.940,0.002,27.7,62.7,0.004,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:58.720Z,1362,A_linear,healthy,pause,0.940,0.000,27.6,62.6,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:57:59.720Z,1363,A_linear,healthy,pause,0.964,0.000,27.5,62.8,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T22:58:00.721Z,1364,A_linear,healthy,ascent,0.962,0.567,27.6,63.0,1.024,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:01.722Z,1365,A_linear,healthy,ascent,0.974,0.562,27.7,63.1,1.014,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:02.723Z,1366,A_linear,healthy,ascent,0.984,0.567,27.9,63.2,1.023,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:03.723Z,1367,A_linear,healthy,ascent,0.997,0.560,28.0,63.2,1.010,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:04.724Z,1368,A_linear,healthy,ascent,0.998,0.569,27.9,63.0,1.027,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:05.725Z,1369,A_linear,healthy,ascent,0.989,0.555,28.0,63.2,1.001,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:06.729Z,1370,A_linear,healthy,ascent,0.990,0.553,28.2,63.3,0.998,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:07.730Z,1371,A_linear,healthy,ascent,1.021,0.561,28.3,63.4,1.012,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:08.730Z,1372,A_linear,healthy,ascent,0.990,0.570,28.3,63.2,1.029,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:09.731Z,1373,A_linear,healthy,ascent,1.008,0.567,28.3,62.9,1.022,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:10.732Z,1374,A_linear,healthy,ascent,0.990,0.556,28.2,62.9,1.004,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:11.733Z,1375,A_linear,healthy,ascent,1.010,0.567,28.2,63.0,1.024,60.0,ascent,labview_bridge
ARO-01,2026-05-28T22:58:12.734Z,1376,A_linear,healthy,descent,0.984,0.356,28.2,62.9,0.643,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:58:13.734Z,1377,A_linear,healthy,descent,0.982,0.348,28.1,62.8,0.627,60.0,descent,labview_bridge
ARO-01,2026-05-28T22:58:14.735Z,1378,A_linear,healthy,descent,0.974,0.344,28.1,62.9,0.620,60.0,descent,labview_bridge
