machine_code,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,547,A_linear,healthy,descent,0.942,0.358,26.5,75.4,0.645,60.0,descent,labview_demo_csv
ARO-01,548,A_linear,healthy,descent,0.899,0.353,26.5,75.6,0.637,60.0,descent,labview_demo_csv
ARO-01,549,A_linear,healthy,descent,0.897,0.350,26.4,75.6,0.632,60.0,descent,labview_demo_csv
ARO-01,550,A_linear,healthy,descent,0.887,0.344,26.5,75.6,0.621,60.0,descent,labview_demo_csv
ARO-01,551,A_linear,healthy,descent,0.876,0.352,26.5,75.6,0.635,60.0,descent,labview_demo_csv
ARO-01,552,A_linear,healthy,pause,0.900,0.003,26.6,75.7,0.005,60.0,pause,labview_demo_csv
ARO-01,553,A_linear,healthy,pause,0.882,0.000,26.4,75.6,0.000,60.0,pause,labview_demo_csv
ARO-01,554,A_linear,healthy,pause,0.872,0.000,26.3,75.7,0.000,60.0,pause,labview_demo_csv
ARO-01,555,A_linear,healthy,pause,0.871,0.002,26.3,75.7,0.004,60.0,pause,labview_demo_csv
ARO-01,556,A_linear,healthy,pause,0.857,0.000,26.3,76.1,0.000,60.0,pause,labview_demo_csv
ARO-01,557,A_linear,healthy,pause,0.870,0.007,26.2,76.0,0.012,60.0,pause,labview_demo_csv
ARO-01,558,A_linear,healthy,pause,0.870,0.000,26.1,76.0,0.000,60.0,pause,labview_demo_csv
ARO-01,559,A_linear,healthy,pause,0.860,0.000,26.0,76.3,0.000,60.0,pause,labview_demo_csv
ARO-01,560,A_linear,healthy,pause,0.869,0.008,26.0,76.2,0.014,60.0,pause,labview_demo_csv
ARO-01,561,A_linear,healthy,pause,0.852,0.000,26.0,76.2,0.000,60.0,pause,labview_demo_csv
ARO-01,562,A_linear,healthy,pause,0.882,0.000,26.1,76.3,0.000,60.0,pause,labview_demo_csv
ARO-01,563,A_linear,healthy,pause,0.894,0.000,26.2,76.4,0.000,60.0,pause,labview_demo_csv
ARO-01,564,A_linear,healthy,pause,0.893,0.000,26.3,76.4,0.000,60.0,pause,labview_demo_csv
ARO-01,565,A_linear,healthy,pause,0.876,0.000,26.3,76.4,0.000,60.0,pause,labview_demo_csv
ARO-01,566,A_linear,healthy,pause,0.885,0.000,26.3,76.5,0.000,60.0,pause,labview_demo_csv
ARO-01,567,A_linear,healthy,pause,0.920,0.000,26.4,76.6,0.000,60.0,pause,labview_demo_csv
ARO-01,568,A_linear,healthy,pause,0.916,0.007,26.4,76.3,0.013,60.0,pause,labview_demo_csv
ARO-01,569,A_linear,healthy,pause,0.905,0.000,26.3,76.3,0.000,60.0,pause,labview_demo_csv
ARO-01,570,A_linear,healthy,pause,0.934,0.000,26.2,76.6,0.000,60.0,pause,labview_demo_csv
ARO-01,571,A_linear,healthy,pause,0.962,0.005,26.2,76.7,0.009,60.0,pause,labview_demo_csv
ARO-01,572,A_linear,healthy,ascent,0.967,0.557,26.2,76.5,1.004,60.0,ascent,labview_demo_csv
ARO-01,573,A_linear,healthy,ascent,0.941,0.556,26.2,76.3,1.002,60.0,ascent,labview_demo_csv
ARO-01,574,A_linear,healthy,ascent,0.969,0.562,26.3,76.1,1.015,60.0,ascent,labview_demo_csv
ARO-01,575,A_linear,healthy,ascent,0.975,0.564,26.3,76.4,1.018,60.0,ascent,labview_demo_csv
ARO-01,576,A_linear,healthy,ascent,0.985,0.554,26.4,76.3,1.000,60.0,ascent,labview_demo_csv
ARO-01,577,A_linear,healthy,ascent,0.980,0.555,26.5,75.8,1.001,60.0,ascent,labview_demo_csv
ARO-01,578,A_linear,healthy,ascent,0.963,0.560,26.6,75.7,1.010,60.0,ascent,labview_demo_csv
ARO-01,579,A_linear,healthy,ascent,0.983,0.566,26.7,75.5,1.021,60.0,ascent,labview_demo_csv
ARO-01,580,A_linear,healthy,ascent,0.986,0.558,26.8,75.6,1.007,60.0,ascent,labview_demo_csv
ARO-01,581,A_linear,healthy,ascent,0.986,0.557,26.8,75.4,1.005,60.0,ascent,labview_demo_csv
ARO-01,582,A_linear,healthy,ascent,0.976,0.560,26.8,75.2,1.010,60.0,ascent,labview_demo_csv
ARO-01,583,A_linear,healthy,ascent,0.971,0.554,26.9,74.9,0.999,60.0,ascent,labview_demo_csv
ARO-01,584,A_linear,healthy,descent,0.982,0.346,26.9,74.8,0.624,60.0,descent,labview_demo_csv
ARO-01,585,A_linear,healthy,descent,0.958,0.340,26.8,75.1,0.614,60.0,descent,labview_demo_csv
ARO-01,586,A_linear,healthy,descent,0.957,0.358,26.8,75.1,0.645,60.0,descent,labview_demo_csv
ARO-01,587,A_linear,healthy,descent,0.954,0.338,26.8,75.3,0.609,60.0,descent,labview_demo_csv
ARO-01,588,A_linear,healthy,descent,0.945,0.352,26.9,75.0,0.635,60.0,descent,labview_demo_csv
ARO-01,589,A_linear,healthy,descent,0.951,0.348,26.9,74.9,0.628,60.0,descent,labview_demo_csv
ARO-01,590,A_linear,healthy,descent,0.921,0.349,26.9,75.0,0.630,60.0,descent,labview_demo_csv
ARO-01,591,A_linear,healthy,descent,0.911,0.346,26.8,75.0,0.623,60.0,descent,labview_demo_csv
ARO-01,592,A_linear,healthy,descent,0.915,0.344,26.8,74.7,0.621,60.0,descent,labview_demo_csv
ARO-01,593,A_linear,healthy,descent,0.906,0.350,26.9,74.6,0.631,60.0,descent,labview_demo_csv
ARO-01,594,A_linear,healthy,descent,0.904,0.338,26.8,74.7,0.609,60.0,descent,labview_demo_csv
ARO-01,595,A_linear,healthy,descent,0.887,0.344,26.9,74.8,0.621,60.0,descent,labview_demo_csv
ARO-01,596,A_linear,healthy,pause,0.879,0.000,26.9,75.1,0.000,60.0,pause,labview_demo_csv
ARO-01,597,A_linear,healthy,pause,0.903,0.003,26.8,75.2,0.006,60.0,pause,labview_demo_csv
ARO-01,598,A_linear,healthy,pause,0.857,0.006,26.8,75.3,0.011,60.0,pause,labview_demo_csv
ARO-01,599,A_linear,healthy,pause,0.874,0.000,26.8,75.3,0.000,60.0,pause,labview_demo_csv
ARO-01,600,A_linear,healthy,pause,0.857,0.000,26.8,75.2,0.000,60.0,pause,labview_demo_csv
ARO-01,601,A_linear,healthy,pause,0.868,0.002,26.8,75.5,0.003,60.0,pause,labview_demo_csv
ARO-01,602,A_linear,healthy,pause,0.877,0.000,26.7,75.7,0.000,60.0,pause,labview_demo_csv
ARO-01,603,A_linear,healthy,pause,0.868,0.000,26.7,75.6,0.000,60.0,pause,labview_demo_csv
ARO-01,604,A_linear,healthy,pause,0.876,0.011,26.7,75.8,0.020,60.0,pause,labview_demo_csv
ARO-01,605,A_linear,healthy,pause,0.880,0.008,26.7,75.7,0.015,60.0,pause,labview_demo_csv
ARO-01,606,A_linear,healthy,pause,0.871,0.005,26.6,75.8,0.008,60.0,pause,labview_demo_csv
ARO-01,607,A_linear,healthy,pause,0.871,0.003,26.6,75.8,0.006,60.0,pause,labview_demo_csv
ARO-01,608,A_linear,healthy,pause,0.884,0.000,26.6,76.0,0.000,60.0,pause,labview_demo_csv
ARO-01,609,A_linear,healthy,pause,0.908,0.000,26.5,76.3,0.000,60.0,pause,labview_demo_csv
ARO-01,610,A_linear,healthy,pause,0.917,0.009,26.6,76.2,0.016,60.0,pause,labview_demo_csv
ARO-01,611,A_linear,healthy,pause,0.915,0.000,26.6,75.8,0.000,60.0,pause,labview_demo_csv
ARO-01,612,A_linear,healthy,pause,0.916,0.001,26.5,75.8,0.003,60.0,pause,labview_demo_csv
ARO-01,613,A_linear,healthy,pause,0.948,0.000,26.4,75.5,0.000,60.0,pause,labview_demo_csv
ARO-01,614,A_linear,healthy,pause,0.940,0.000,26.3,75.5,0.000,60.0,pause,labview_demo_csv
ARO-01,615,A_linear,healthy,pause,0.963,0.005,26.4,75.4,0.009,60.0,pause,labview_demo_csv
ARO-01,616,A_linear,healthy,ascent,0.930,0.560,26.4,75.3,1.010,60.0,ascent,labview_demo_csv
ARO-01,617,A_linear,healthy,ascent,0.968,0.571,26.5,75.1,1.029,60.0,ascent,labview_demo_csv
ARO-01,618,A_linear,healthy,ascent,0.951,0.556,26.5,75.0,1.003,60.0,ascent,labview_demo_csv
ARO-01,619,A_linear,healthy,ascent,0.963,0.571,26.5,74.8,1.030,60.0,ascent,labview_demo_csv
ARO-01,620,A_linear,healthy,ascent,0.966,0.550,26.6,74.9,0.991,60.0,ascent,labview_demo_csv
ARO-01,621,A_linear,healthy,ascent,0.973,0.562,26.7,74.8,1.013,60.0,ascent,labview_demo_csv
ARO-01,622,A_linear,healthy,ascent,1.009,0.572,26.8,74.8,1.032,60.0,ascent,labview_demo_csv
ARO-01,623,A_linear,healthy,ascent,0.998,0.564,26.7,74.8,1.017,60.0,ascent,labview_demo_csv
ARO-01,624,A_linear,healthy,ascent,0.970,0.567,26.8,74.9,1.023,60.0,ascent,labview_demo_csv
ARO-01,625,A_linear,healthy,ascent,1.001,0.560,26.9,74.9,1.010,60.0,ascent,labview_demo_csv
ARO-01,626,A_linear,healthy,ascent,0.989,0.557,26.9,75.2,1.004,60.0,ascent,labview_demo_csv
ARO-01,627,A_linear,healthy,ascent,0.986,0.557,26.9,75.2,1.005,60.0,ascent,labview_demo_csv
ARO-01,628,A_linear,healthy,descent,0.977,0.352,26.9,75.3,0.636,60.0,descent,labview_demo_csv
ARO-01,629,A_linear,healthy,descent,0.956,0.338,26.8,75.3,0.610,60.0,descent,labview_demo_csv
ARO-01,630,A_linear,healthy,descent,0.947,0.351,26.8,75.1,0.633,60.0,descent,labview_demo_csv
ARO-01,631,A_linear,healthy,descent,0.949,0.345,26.8,74.8,0.622,60.0,descent,labview_demo_csv
ARO-01,632,A_linear,healthy,descent,0.942,0.345,26.9,74.7,0.623,60.0,descent,labview_demo_csv
ARO-01,633,A_linear,healthy,descent,0.947,0.350,27.0,74.8,0.631,60.0,descent,labview_demo_csv
ARO-01,634,A_linear,healthy,descent,0.927,0.346,27.0,74.9,0.624,60.0,descent,labview_demo_csv
ARO-01,635,A_linear,healthy,descent,0.923,0.354,27.1,74.5,0.639,60.0,descent,labview_demo_csv
ARO-01,636,A_linear,healthy,descent,0.914,0.357,27.2,74.5,0.644,60.0,descent,labview_demo_csv
ARO-01,637,A_linear,healthy,descent,0.903,0.353,27.2,74.6,0.637,60.0,descent,labview_demo_csv
ARO-01,638,A_linear,healthy,descent,0.901,0.347,27.1,74.6,0.627,60.0,descent,labview_demo_csv
ARO-01,639,A_linear,healthy,descent,0.890,0.349,27.1,74.6,0.630,60.0,descent,labview_demo_csv
ARO-01,640,A_linear,healthy,pause,0.886,0.006,26.9,74.6,0.010,60.0,pause,labview_demo_csv
ARO-01,641,A_linear,healthy,pause,0.867,0.002,26.8,74.7,0.003,60.0,pause,labview_demo_csv
ARO-01,642,A_linear,healthy,pause,0.898,0.003,26.7,74.8,0.006,60.0,pause,labview_demo_csv
ARO-01,643,A_linear,healthy,pause,0.870,0.000,26.8,75.0,0.000,60.0,pause,labview_demo_csv
ARO-01,644,A_linear,healthy,pause,0.852,0.000,26.7,75.0,0.000,60.0,pause,labview_demo_csv
ARO-01,645,A_linear,healthy,pause,0.868,0.015,26.7,75.1,0.027,60.0,pause,labview_demo_csv
ARO-01,646,A_linear,healthy,pause,0.874,0.000,26.7,74.7,0.000,60.0,pause,labview_demo_csv
ARO-01,647,A_linear,healthy,pause,0.859,0.000,26.6,74.6,0.001,60.0,pause,labview_demo_csv
ARO-01,648,A_linear,healthy,pause,0.870,0.005,26.5,74.4,0.010,60.0,pause,labview_demo_csv
ARO-01,649,A_linear,healthy,pause,0.862,0.009,26.6,74.7,0.016,60.0,pause,labview_demo_csv
ARO-01,650,A_linear,healthy,pause,0.853,0.000,26.6,74.4,0.000,60.0,pause,labview_demo_csv
ARO-01,651,A_linear,healthy,pause,0.878,0.003,26.6,74.6,0.005,60.0,pause,labview_demo_csv
ARO-01,652,A_linear,healthy,pause,0.876,0.007,26.6,74.5,0.012,60.0,pause,labview_demo_csv
ARO-01,653,A_linear,healthy,pause,0.894,0.000,26.5,74.7,0.000,60.0,pause,labview_demo_csv
ARO-01,654,A_linear,healthy,pause,0.905,0.012,26.6,74.8,0.021,60.0,pause,labview_demo_csv
ARO-01,655,A_linear,healthy,pause,0.907,0.000,26.5,74.8,0.000,60.0,pause,labview_demo_csv
ARO-01,656,A_linear,healthy,pause,0.926,0.004,26.5,74.5,0.007,60.0,pause,labview_demo_csv
ARO-01,657,A_linear,healthy,pause,0.921,0.007,26.6,74.8,0.013,60.0,pause,labview_demo_csv
ARO-01,658,A_linear,healthy,pause,0.918,0.000,26.6,75.0,0.000,60.0,pause,labview_demo_csv
ARO-01,659,A_linear,healthy,pause,0.933,0.002,26.6,75.1,0.003,60.0,pause,labview_demo_csv
ARO-01,660,A_linear,healthy,ascent,0.936,0.562,26.7,74.9,1.013,60.0,ascent,labview_demo_csv
ARO-01,661,A_linear,healthy,ascent,0.985,0.561,26.8,74.9,1.013,60.0,ascent,labview_demo_csv
ARO-01,662,A_linear,healthy,ascent,0.965,0.562,26.9,74.7,1.013,60.0,ascent,labview_demo_csv
ARO-01,663,A_linear,healthy,ascent,0.974,0.556,27.1,74.7,1.003,60.0,ascent,labview_demo_csv
ARO-01,664,A_linear,healthy,ascent,0.998,0.553,27.1,74.9,0.997,60.0,ascent,labview_demo_csv
ARO-01,665,A_linear,healthy,ascent,0.999,0.572,27.3,74.7,1.032,60.0,ascent,labview_demo_csv
ARO-01,666,A_linear,healthy,ascent,1.016,0.570,27.2,74.7,1.029,60.0,ascent,labview_demo_csv
ARO-01,667,A_linear,healthy,ascent,0.959,0.565,27.2,74.4,1.019,60.0,ascent,labview_demo_csv
ARO-01,668,A_linear,healthy,ascent,0.982,0.551,27.2,74.3,0.994,60.0,ascent,labview_demo_csv
ARO-01,669,A_linear,healthy,ascent,0.999,0.565,27.2,74.1,1.020,60.0,ascent,labview_demo_csv
ARO-01,670,A_linear,healthy,ascent,0.981,0.556,27.3,74.1,1.003,60.0,ascent,labview_demo_csv
ARO-01,671,A_linear,healthy,ascent,0.971,0.553,27.2,74.2,0.998,60.0,ascent,labview_demo_csv
ARO-01,672,A_linear,healthy,descent,0.985,0.353,27.3,74.5,0.636,60.0,descent,labview_demo_csv
ARO-01,673,A_linear,healthy,descent,0.969,0.346,27.2,74.1,0.625,60.0,descent,labview_demo_csv
ARO-01,674,A_linear,healthy,descent,0.971,0.352,27.2,74.2,0.636,60.0,descent,labview_demo_csv
ARO-01,675,A_linear,healthy,descent,0.957,0.361,27.2,74.1,0.652,60.0,descent,labview_demo_csv
ARO-01,676,A_linear,healthy,descent,0.943,0.344,27.2,73.9,0.622,60.0,descent,labview_demo_csv
ARO-01,677,A_linear,healthy,descent,0.929,0.362,27.2,73.8,0.652,60.0,descent,labview_demo_csv
ARO-01,678,A_linear,healthy,descent,0.928,0.350,27.3,74.0,0.632,60.0,descent,labview_demo_csv
ARO-01,679,A_linear,healthy,descent,0.912,0.351,27.4,73.8,0.634,60.0,descent,labview_demo_csv
ARO-01,680,A_linear,healthy,descent,0.932,0.352,27.4,74.1,0.635,60.0,descent,labview_demo_csv
ARO-01,681,A_linear,healthy,descent,0.890,0.352,27.4,74.1,0.635,60.0,descent,labview_demo_csv
ARO-01,682,A_linear,healthy,descent,0.903,0.346,27.3,74.3,0.624,60.0,descent,labview_demo_csv
ARO-01,683,A_linear,healthy,descent,0.901,0.352,27.3,74.3,0.635,60.0,descent,labview_demo_csv
ARO-01,684,A_linear,healthy,pause,0.879,0.000,27.3,74.4,0.000,60.0,pause,labview_demo_csv
ARO-01,685,A_linear,healthy,pause,0.882,0.000,27.3,74.4,0.001,60.0,pause,labview_demo_csv
ARO-01,686,A_linear,healthy,pause,0.876,0.002,27.2,74.3,0.003,60.0,pause,labview_demo_csv
ARO-01,687,A_linear,healthy,pause,0.861,0.002,27.2,74.2,0.004,60.0,pause,labview_demo_csv
ARO-01,688,A_linear,healthy,pause,0.871,0.004,27.1,74.6,0.007,60.0,pause,labview_demo_csv
ARO-01,689,A_linear,healthy,pause,0.902,0.001,27.1,74.2,0.001,60.0,pause,labview_demo_csv
ARO-01,690,A_linear,healthy,pause,0.868,0.013,27.1,74.3,0.023,60.0,pause,labview_demo_csv
ARO-01,691,A_linear,healthy,pause,0.875,0.007,27.0,74.3,0.013,60.0,pause,labview_demo_csv
ARO-01,692,A_linear,healthy,pause,0.887,0.002,27.0,74.5,0.003,60.0,pause,labview_demo_csv
ARO-01,693,A_linear,healthy,pause,0.877,0.006,27.0,74.4,0.011,60.0,pause,labview_demo_csv
ARO-01,694,A_linear,healthy,pause,0.857,0.009,26.8,74.4,0.017,60.0,pause,labview_demo_csv
ARO-01,695,A_linear,healthy,pause,0.869,0.002,26.9,74.6,0.004,60.0,pause,labview_demo_csv
ARO-01,696,A_linear,healthy,pause,0.877,0.005,27.0,74.9,0.009,60.0,pause,labview_demo_csv
ARO-01,697,A_linear,healthy,pause,0.899,0.008,27.0,74.8,0.014,60.0,pause,labview_demo_csv
ARO-01,698,A_linear,healthy,pause,0.906,0.000,26.9,74.6,0.000,60.0,pause,labview_demo_csv
ARO-01,699,A_linear,healthy,pause,0.901,0.006,26.9,74.9,0.010,60.0,pause,labview_demo_csv
ARO-01,700,A_linear,healthy,pause,0.919,0.006,26.9,74.8,0.011,60.0,pause,labview_demo_csv
ARO-01,701,A_linear,healthy,pause,0.933,0.000,27.0,74.7,0.000,60.0,pause,labview_demo_csv
ARO-01,702,A_linear,healthy,pause,0.936,0.000,27.0,74.3,0.000,60.0,pause,labview_demo_csv
ARO-01,703,A_linear,healthy,pause,0.955,0.003,27.0,74.0,0.006,60.0,pause,labview_demo_csv
ARO-01,704,A_linear,healthy,ascent,0.963,0.551,27.1,74.1,0.994,60.0,ascent,labview_demo_csv
ARO-01,705,A_linear,healthy,ascent,0.961,0.560,27.2,74.3,1.011,60.0,ascent,labview_demo_csv
ARO-01,706,A_linear,healthy,ascent,0.989,0.559,27.3,74.1,1.008,60.0,ascent,labview_demo_csv
ARO-01,707,A_linear,healthy,ascent,0.970,0.556,27.4,74.3,1.004,60.0,ascent,labview_demo_csv
ARO-01,708,A_linear,healthy,ascent,0.984,0.558,27.3,74.0,1.007,60.0,ascent,labview_demo_csv
ARO-01,709,A_linear,healthy,ascent,1.009,0.554,27.2,74.3,1.000,60.0,ascent,labview_demo_csv
ARO-01,710,A_linear,healthy,ascent,0.977,0.566,27.3,74.3,1.021,60.0,ascent,labview_demo_csv
ARO-01,711,A_linear,healthy,ascent,0.988,0.564,27.2,74.3,1.018,60.0,ascent,labview_demo_csv
ARO-01,712,A_linear,healthy,ascent,0.999,0.562,27.3,74.6,1.014,60.0,ascent,labview_demo_csv
ARO-01,713,A_linear,healthy,ascent,0.987,0.573,27.4,74.4,1.035,60.0,ascent,labview_demo_csv
ARO-01,714,A_linear,healthy,ascent,0.977,0.570,27.5,74.6,1.028,60.0,ascent,labview_demo_csv
ARO-01,715,A_linear,healthy,ascent,0.957,0.557,27.5,74.5,1.004,60.0,ascent,labview_demo_csv
ARO-01,716,A_linear,healthy,descent,0.975,0.337,27.4,74.2,0.608,60.0,descent,labview_demo_csv
ARO-01,717,A_linear,healthy,descent,0.992,0.340,27.5,74.1,0.614,60.0,descent,labview_demo_csv
ARO-01,718,A_linear,healthy,descent,0.967,0.351,27.5,74.3,0.633,60.0,descent,labview_demo_csv
ARO-01,719,A_linear,healthy,descent,0.981,0.350,27.5,74.3,0.631,60.0,descent,labview_demo_csv
ARO-01,720,A_linear,healthy,descent,0.971,0.343,27.4,74.0,0.618,60.0,descent,labview_demo_csv
ARO-01,721,A_linear,healthy,descent,0.937,0.354,27.4,73.7,0.638,60.0,descent,labview_demo_csv
ARO-01,722,A_linear,healthy,descent,0.935,0.350,27.4,73.6,0.632,60.0,descent,labview_demo_csv
ARO-01,723,A_linear,healthy,descent,0.914,0.355,27.5,73.6,0.640,60.0,descent,labview_demo_csv
ARO-01,724,A_linear,healthy,descent,0.929,0.360,27.6,73.8,0.649,60.0,descent,labview_demo_csv
ARO-01,725,A_linear,healthy,descent,0.902,0.348,27.5,73.6,0.628,60.0,descent,labview_demo_csv
ARO-01,726,A_linear,healthy,descent,0.926,0.362,27.6,73.3,0.654,60.0,descent,labview_demo_csv
ARO-01,727,A_linear,healthy,descent,0.930,0.344,27.5,73.4,0.620,60.0,descent,labview_demo_csv
ARO-01,728,A_linear,healthy,pause,0.879,0.000,27.5,73.3,0.000,60.0,pause,labview_demo_csv
ARO-01,729,A_linear,healthy,pause,0.874,0.004,27.5,73.2,0.007,60.0,pause,labview_demo_csv
ARO-01,730,A_linear,healthy,pause,0.878,0.000,27.5,73.2,0.000,60.0,pause,labview_demo_csv
ARO-01,731,A_linear,healthy,pause,0.868,0.004,27.4,73.6,0.006,60.0,pause,labview_demo_csv
ARO-01,732,A_linear,healthy,pause,0.875,0.004,27.3,73.7,0.007,60.0,pause,labview_demo_csv
ARO-01,733,A_linear,healthy,pause,0.870,0.004,27.3,74.0,0.008,60.0,pause,labview_demo_csv
ARO-01,734,A_linear,healthy,pause,0.869,0.012,27.5,73.9,0.023,60.0,pause,labview_demo_csv
ARO-01,735,A_linear,healthy,pause,0.867,0.004,27.4,73.7,0.007,60.0,pause,labview_demo_csv
ARO-01,736,A_linear,healthy,pause,0.875,0.006,27.4,73.9,0.010,60.0,pause,labview_demo_csv
ARO-01,737,A_linear,healthy,pause,0.879,0.005,27.4,73.3,0.010,60.0,pause,labview_demo_csv
ARO-01,738,A_linear,healthy,pause,0.872,0.004,27.4,73.3,0.007,60.0,pause,labview_demo_csv
ARO-01,739,A_linear,healthy,pause,0.882,0.002,27.3,73.5,0.003,60.0,pause,labview_demo_csv
ARO-01,740,A_linear,healthy,pause,0.889,0.000,27.4,73.4,0.000,60.0,pause,labview_demo_csv
ARO-01,741,A_linear,healthy,pause,0.893,0.000,27.4,73.5,0.000,60.0,pause,labview_demo_csv
ARO-01,742,A_linear,healthy,pause,0.894,0.012,27.3,73.5,0.021,60.0,pause,labview_demo_csv
ARO-01,743,A_linear,healthy,pause,0.913,0.000,27.2,73.6,0.000,60.0,pause,labview_demo_csv
ARO-01,744,A_linear,healthy,pause,0.915,0.000,27.2,73.7,0.000,60.0,pause,labview_demo_csv
ARO-01,745,A_linear,healthy,pause,0.938,0.000,27.3,73.6,0.000,60.0,pause,labview_demo_csv
ARO-01,746,A_linear,healthy,pause,0.956,0.008,27.2,73.3,0.014,60.0,pause,labview_demo_csv
ARO-01,747,A_linear,healthy,pause,0.953,0.000,27.2,73.5,0.000,60.0,pause,labview_demo_csv
ARO-01,748,A_linear,healthy,ascent,0.952,0.560,27.3,73.2,1.010,60.0,ascent,labview_demo_csv
ARO-01,749,A_linear,healthy,ascent,0.959,0.562,27.4,73.1,1.014,60.0,ascent,labview_demo_csv
ARO-01,750,A_linear,healthy,ascent,0.973,0.565,27.4,73.2,1.019,60.0,ascent,labview_demo_csv
ARO-01,751,A_linear,healthy,ascent,0.975,0.564,27.5,73.0,1.017,60.0,ascent,labview_demo_csv
ARO-01,752,A_linear,healthy,ascent,1.005,0.552,27.6,73.0,0.996,60.0,ascent,labview_demo_csv
ARO-01,753,A_linear,healthy,ascent,0.983,0.563,27.6,73.0,1.015,60.0,ascent,labview_demo_csv
ARO-01,754,A_linear,healthy,ascent,0.989,0.554,27.7,73.0,1.000,60.0,ascent,labview_demo_csv
ARO-01,755,A_linear,healthy,ascent,0.971,0.561,27.6,73.0,1.012,60.0,ascent,labview_demo_csv
ARO-01,756,A_linear,healthy,ascent,0.968,0.561,27.8,72.9,1.012,60.0,ascent,labview_demo_csv
ARO-01,757,A_linear,healthy,ascent,0.981,0.564,27.7,72.8,1.018,60.0,ascent,labview_demo_csv
ARO-01,758,A_linear,healthy,ascent,0.997,0.558,27.8,72.6,1.006,60.0,ascent,labview_demo_csv
ARO-01,759,A_linear,healthy,ascent,0.967,0.568,27.9,72.7,1.025,60.0,ascent,labview_demo_csv
ARO-01,760,A_linear,healthy,descent,0.976,0.355,27.9,72.9,0.641,60.0,descent,labview_demo_csv
ARO-01,761,A_linear,healthy,descent,0.960,0.344,27.8,72.5,0.621,60.0,descent,labview_demo_csv
ARO-01,762,A_linear,healthy,descent,0.989,0.354,27.8,72.1,0.639,60.0,descent,labview_demo_csv
ARO-01,763,A_linear,healthy,descent,0.974,0.367,27.8,72.0,0.662,60.0,descent,labview_demo_csv
ARO-01,764,A_linear,healthy,descent,0.956,0.349,27.8,72.3,0.630,60.0,descent,labview_demo_csv
ARO-01,765,A_linear,healthy,descent,0.923,0.343,27.8,72.5,0.619,60.0,descent,labview_demo_csv
ARO-01,766,A_linear,healthy,descent,0.943,0.355,27.8,72.4,0.641,60.0,descent,labview_demo_csv
ARO-01,767,A_linear,healthy,descent,0.943,0.348,27.7,72.2,0.627,60.0,descent,labview_demo_csv
ARO-01,768,A_linear,healthy,descent,0.926,0.346,27.6,72.3,0.624,60.0,descent,labview_demo_csv
ARO-01,769,A_linear,healthy,descent,0.918,0.349,27.7,72.3,0.630,60.0,descent,labview_demo_csv
ARO-01,770,A_linear,healthy,descent,0.881,0.341,27.7,72.2,0.616,60.0,descent,labview_demo_csv
ARO-01,771,A_linear,healthy,descent,0.887,0.349,27.6,72.4,0.630,60.0,descent,labview_demo_csv
ARO-01,772,A_linear,healthy,pause,0.891,0.004,27.6,72.2,0.007,60.0,pause,labview_demo_csv
ARO-01,773,A_linear,healthy,pause,0.893,0.000,27.6,72.4,0.000,60.0,pause,labview_demo_csv
ARO-01,774,A_linear,healthy,pause,0.875,0.000,27.6,72.5,0.000,60.0,pause,labview_demo_csv
ARO-01,775,A_linear,healthy,pause,0.875,0.005,27.5,72.4,0.009,60.0,pause,labview_demo_csv
ARO-01,776,A_linear,healthy,pause,0.855,0.000,27.6,72.7,0.000,60.0,pause,labview_demo_csv
ARO-01,777,A_linear,healthy,pause,0.869,0.013,27.6,73.1,0.024,60.0,pause,labview_demo_csv
ARO-01,778,A_linear,healthy,pause,0.875,0.007,27.4,73.2,0.013,60.0,pause,labview_demo_csv
ARO-01,779,A_linear,healthy,pause,0.871,0.000,27.5,73.2,0.000,60.0,pause,labview_demo_csv
ARO-01,780,A_linear,healthy,pause,0.873,0.000,27.5,73.1,0.000,60.0,pause,labview_demo_csv
ARO-01,781,A_linear,healthy,pause,0.878,0.000,27.5,73.2,0.000,60.0,pause,labview_demo_csv
ARO-01,782,A_linear,healthy,pause,0.893,0.000,27.5,73.2,0.000,60.0,pause,labview_demo_csv
ARO-01,783,A_linear,healthy,pause,0.880,0.012,27.5,73.4,0.022,60.0,pause,labview_demo_csv
ARO-01,784,A_linear,healthy,pause,0.909,0.005,27.6,73.3,0.008,60.0,pause,labview_demo_csv
ARO-01,785,A_linear,healthy,pause,0.894,0.005,27.5,73.3,0.008,60.0,pause,labview_demo_csv
ARO-01,786,A_linear,healthy,pause,0.899,0.003,27.5,73.1,0.005,60.0,pause,labview_demo_csv
ARO-01,787,A_linear,healthy,pause,0.929,0.009,27.5,73.0,0.016,60.0,pause,labview_demo_csv
ARO-01,788,A_linear,healthy,pause,0.937,0.009,27.4,73.2,0.016,60.0,pause,labview_demo_csv
ARO-01,789,A_linear,healthy,pause,0.939,0.000,27.4,72.9,0.000,60.0,pause,labview_demo_csv
ARO-01,790,A_linear,healthy,pause,0.947,0.000,27.4,73.0,0.000,60.0,pause,labview_demo_csv
ARO-01,791,A_linear,healthy,pause,0.950,0.003,27.3,73.0,0.006,60.0,pause,labview_demo_csv
ARO-01,792,A_linear,healthy,ascent,0.956,0.631,27.4,73.2,1.138,75.0,ascent,labview_demo_csv
